run_name,receiver_agent,receiver_model,lambda_fr,lambda_kd,kd_temperature,acc_global_after,acc_new_after,acc_expert_after,forgetting,source_file
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p4_t4p0_self2p5,2,vgg,0.3,0.4,4.0,25.35,27.30666666666667,19.48,44.83999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p4_t4p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p4_t3p0_self3p0,2,vgg,0.3,0.4,3.0,25.33,26.933333333333334,20.52,43.8,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p4_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p4_t4p0_self2p5,2,vgg,0.35,0.4,4.0,25.32,26.92,20.52,43.8,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p4_t4p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p6_t3p0_self3p0,2,vgg,0.4,0.6,3.0,25.32,26.826666666666668,20.8,43.519999999999996,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p6_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t4p0_self2p5,2,vgg,0.25,0.3,4.0,25.3,27.106666666666666,19.88,44.44,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t4p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p3_kd0p4_t4p0_self3p0,2,vgg,0.3,0.4,4.0,25.27,27.16,19.6,44.71999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p3_kd0p4_t4p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_g3_fr035_kd060_t3_sched_self20,2,vgg,0.35,0.6,3.0,25.24,27.44,18.64,45.67999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_g3_fr035_kd060_t3_sched_self20/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p6_t4p0_self2p5,2,vgg,0.25,0.6,4.0,25.23,27.666666666666668,17.92,46.39999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p6_t4p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p4_t3p0_self2p5,2,vgg,0.3,0.4,3.0,25.23,26.826666666666668,20.44,43.879999999999995,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p4_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p5_t3p0_self2p5,2,vgg,0.4,0.5,3.0,25.23,27.066666666666666,19.72,44.599999999999994,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p5_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p25_kd0p4_t3p0_self3p0,2,vgg,0.25,0.4,3.0,25.23,27.226666666666667,19.24,45.08,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p25_kd0p4_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p5_t3p0_self2p5,2,vgg,0.35,0.5,3.0,25.22,26.72,20.72,43.599999999999994,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p5_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_tune2_vgg_fr020_kd060_t3_latefr_self20,2,vgg,0.2,0.6,3.0,25.19,26.56,21.08,43.239999999999995,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_tune2_vgg_fr020_kd060_t3_latefr_self20/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t4p0_self4p0,2,vgg,0.25,0.3,4.0,25.19,26.893333333333334,20.08,44.239999999999995,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t4p0_self4p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p5_t4p0_self2p5,2,vgg,0.35,0.5,4.0,25.19,27.213333333333335,19.12,45.19999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p5_t4p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p5_t4p0_self3p0,2,vgg,0.3,0.5,4.0,25.19,27.346666666666668,18.72,45.599999999999994,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p5_t4p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p5_t3p0_self2p5,2,vgg,0.25,0.5,3.0,25.18,27.733333333333334,17.52,46.8,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p5_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p25_kd0p5_t3p0_self3p0,2,vgg,0.25,0.5,3.0,25.17,27.186666666666667,19.12,45.19999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p25_kd0p5_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p4_t3p0_self3p0,2,vgg,0.35,0.4,3.0,25.15,26.52,21.04,43.279999999999994,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p4_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t4p0_self3p0,2,vgg,0.25,0.3,4.0,25.11,27.14666666666667,19.0,45.31999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t4p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p4_t4p0_self2p5,2,vgg,0.25,0.4,4.0,25.09,27.133333333333333,18.96,45.35999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p4_t4p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p5_t3p0_self3p0,2,vgg,0.25,0.5,3.0,25.09,27.066666666666666,19.16,45.16,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p5_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p5_t3p0_self2p5,2,vgg,0.3,0.5,3.0,25.08,26.986666666666668,19.36,44.959999999999994,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p5_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_tune2_vgg_ep075_fr020_kd060_t3_sched_self20,2,vgg,0.2,0.6,3.0,25.07,27.626666666666665,17.4,46.919999999999995,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_tune2_vgg_ep075_fr020_kd060_t3_sched_self20/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p4_t4p0_self3p0,2,vgg,0.35,0.4,4.0,25.04,26.72,20.0,44.31999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p4_t4p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p3_t4p0_self3p0,2,vgg,0.35,0.3,4.0,25.03,26.88,19.48,44.83999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p3_t4p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t3p0_self4p0,2,vgg,0.25,0.3,3.0,24.97,26.44,20.56,43.75999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t3p0_self4p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p6_t3p0_self2p5,2,vgg,0.35,0.6,3.0,24.97,26.69333333333333,19.8,44.519999999999996,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p6_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p3_t4p0_self2p5,2,vgg,0.35,0.3,4.0,24.95,27.453333333333333,17.44,46.879999999999995,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p3_t4p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p3_t3p0_self4p0,2,vgg,0.35,0.3,3.0,24.93,26.613333333333333,19.88,44.44,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p3_t3p0_self4p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p3_t3p0_self2p5,2,vgg,0.35,0.3,3.0,24.9,26.48,20.16,44.16,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p3_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p4_t3p0_self3p0,2,vgg,0.4,0.4,3.0,24.9,26.64,19.68,44.63999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p4_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t4p0_self4p0,2,vgg,0.4,0.3,4.0,24.87,26.52,19.92,44.39999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t4p0_self4p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p5_t3p0_self3p0,2,vgg,0.4,0.5,3.0,24.86,26.14666666666667,21.0,43.31999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p5_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t3p0_self3p0,2,vgg,0.25,0.3,3.0,24.84,26.453333333333333,20.0,44.31999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p4_t4p0_self2p5,2,vgg,0.4,0.4,4.0,24.78,26.69333333333333,19.04,45.279999999999994,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p4_t4p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t3p0_self2p5,2,vgg,0.25,0.3,3.0,24.75,26.493333333333332,19.52,44.8,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p3_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p3_t3p0_self4p0,2,vgg,0.3,0.3,3.0,24.69,26.586666666666666,19.0,45.31999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p3_t3p0_self4p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p3_t3p0_self3p0,2,vgg,0.3,0.3,3.0,24.66,26.373333333333335,19.52,44.8,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p3_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p4_t3p0_self3p0,2,vgg,0.25,0.4,3.0,24.65,26.813333333333333,18.16,46.16,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p4_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t4p0_self2p5,2,vgg,0.4,0.3,4.0,24.65,26.493333333333332,19.12,45.19999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t4p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p25_kd0p3_t4p0_self3p0,2,vgg,0.25,0.3,4.0,24.57,26.706666666666667,18.16,46.16,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p25_kd0p3_t4p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_g3_ep090_fr025_kd050_t3_sched_self20,2,vgg,0.25,0.5,3.0,24.57,27.0,17.28,47.03999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_g3_ep090_fr025_kd050_t3_sched_self20/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p4_t3p0_self2p5,2,vgg,0.25,0.4,3.0,24.55,26.746666666666666,17.96,46.35999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p25_kd0p4_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p4_t3p0_self2p5,2,vgg,0.35,0.4,3.0,24.52,26.48,18.64,45.67999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p4_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p4_t4p0_self3p0,2,vgg,0.4,0.4,4.0,24.52,26.56,18.4,45.919999999999995,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p4_t4p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_g3_ep090_fr030_kd050_t3_sched_self30,2,vgg,0.3,0.5,3.0,24.47,26.906666666666666,17.16,47.16,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_g3_ep090_fr030_kd050_t3_sched_self30/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p25_kd0p3_t3p0_self3p0,2,vgg,0.25,0.3,3.0,24.44,26.56,18.08,46.239999999999995,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p25_kd0p3_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_tune2_vgg_fr020_kd050_t3_sched_self20,2,vgg,0.2,0.5,3.0,24.4,26.813333333333333,17.16,47.16,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_tune2_vgg_fr020_kd050_t3_sched_self20/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t4p0_self3p0,2,vgg,0.4,0.3,4.0,24.38,25.933333333333334,19.72,44.599999999999994,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t4p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t3p0_self4p0,2,vgg,0.4,0.3,3.0,24.36,25.973333333333333,19.52,44.8,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t3p0_self4p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p3_t4p0_self2p5,2,vgg,0.3,0.3,4.0,24.33,26.36,18.24,46.08,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p3_t4p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p3_t3p0_self3p0,2,vgg,0.35,0.3,3.0,24.32,25.933333333333334,19.48,44.83999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p35_kd0p3_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p3_kd0p4_t3p0_self3p0,2,vgg,0.3,0.4,3.0,24.14,26.333333333333332,17.56,46.75999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p3_kd0p4_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_g3_fr040_kd060_t3_sched_self20,2,vgg,0.4,0.6,3.0,24.09,26.173333333333332,17.84,46.47999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_g3_fr040_kd060_t3_sched_self20/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t3p0_self3p0,2,vgg,0.4,0.3,3.0,24.05,25.973333333333333,18.28,46.03999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p3_t3p0_self2p5,2,vgg,0.3,0.3,3.0,23.81,25.586666666666666,18.48,45.83999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p3_kd0p3_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p4_t3p0_self2p5,2,vgg,0.4,0.4,3.0,23.75,26.12,16.64,47.67999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p4_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t3p0_self2p5,2,vgg,0.4,0.3,3.0,23.66,25.213333333333335,19.0,45.31999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep60_lr0p01_fr0p4_kd0p3_t3p0_self2p5/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p3_kd0p3_t3p0_self3p0,2,vgg,0.3,0.3,3.0,23.66,25.72,17.48,46.83999999999999,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_vgg_dense_ep75_lr0p01_fr0p3_kd0p3_t3p0_self3p0/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_fr020_kd070_t4_sched,3,alexnet,0.2,0.7,4.0,33.03,28.24,47.4,23.68,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_fr020_kd070_t4_sched/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_fr020_kd060_t3_sched_self15,3,alexnet,0.2,0.6,3.0,32.99,27.066666666666666,50.76,20.32,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_fr020_kd060_t3_sched_self15/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_fr020_kd060_t4_sched,3,alexnet,0.2,0.6,4.0,32.93,27.426666666666666,49.44,21.64,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_fr020_kd060_t4_sched/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_fr020_kd070_t3_sched,3,alexnet,0.2,0.7,3.0,32.81,27.48,48.8,22.28,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_fr020_kd070_t3_sched/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_fr025_kd070_t3_sched_self15,3,alexnet,0.25,0.7,3.0,32.67,27.226666666666667,49.0,22.08,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_fr025_kd070_t3_sched_self15/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_ep090_fr020_kd060_t3_sched,3,alexnet,0.2,0.6,3.0,32.58,27.04,49.2,21.879999999999995,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_ep090_fr020_kd060_t3_sched/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_fr020_kd080_t3_sched,3,alexnet,0.2,0.8,3.0,32.55,27.413333333333334,47.96,23.119999999999997,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_fr020_kd080_t3_sched/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_fr030_kd060_t3_sched,3,alexnet,0.3,0.6,3.0,32.54,27.053333333333335,49.0,22.08,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_fr030_kd060_t3_sched/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_fr020_kd060_t3_sched_self20,3,alexnet,0.2,0.6,3.0,32.44,26.106666666666666,51.44,19.64,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_guardian_alex_g3_fr020_kd060_t3_sched_self20/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_fr020_kd060_t3_sched,3,alexnet,0.2,0.6,3.0,32.21,26.16,50.36,20.72,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_fr020_kd060_t3_sched/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_ep075_fr020_kd060_t3_sched,3,alexnet,0.2,0.6,3.0,32.1,26.266666666666666,49.6,21.479999999999997,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_ep075_fr020_kd060_t3_sched/metrics/social_results.csv
cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_fr025_kd060_t3_sched,3,alexnet,0.25,0.6,3.0,31.96,26.546666666666667,48.2,22.879999999999995,outputs/cifar100_4agent_25cls_hetero4arch_ipc10_tune2_alex_fr025_kd060_t3_sched/metrics/social_results.csv
